,borough,type,site_name,borough_name,latitude,longitude
365,Westminster,Dance performance venues,Danceworks,City of Westminster,51.51318751295664,-0.15245246485470965
366,Westminster,Dance performance venues,The Saw Swee Hock Centre - Weston Studio,City of Westminster,51.51463832894062,-0.11757262192671054
367,Westminster,Dance performance venues,Dance Umbrella - Somerset House,City of Westminster,51.51102034296919,-0.11795241539614257
368,Westminster,Dance performance venues,Arts Theatre,City of Westminster,51.51211815935497,-0.12754873375281953
369,Westminster,Dance performance venues,Cockpit Theatre,City of Westminster,51.52449747786599,-0.16948081854492578
370,Westminster,Dance performance venues,Lyric Theatre,City of Westminster,51.51127346208303,-0.13379480936188426
371,Westminster,Dance performance venues,Aldwych Theatre,City of Westminster,51.513076289570854,-0.11886208508960301
372,Westminster,Dance performance venues,Trafalgar Studios (previously the Whitehall),City of Westminster,51.50663365322868,-0.12761518534783856
373,Westminster,Dance performance venues,Vaudeville Theatre,City of Westminster,51.51034644707493,-0.12247655187447565
374,Westminster,Dance performance venues,Her Majesty's Theatre,City of Westminster,51.50812452822598,-0.1320069295137484
375,Westminster,Dance performance venues,Leicester Square Theatre,City of Westminster,51.51134010218441,-0.13007387269543458
376,Westminster,Dance rehearsal studios,Greenside Community Centre,City of Westminster,51.525334620201896,-0.16630337922420318
377,Westminster,Dance rehearsal studios,Paddington Arts,City of Westminster,51.523065907972565,-0.20017073511233047
378,Westminster,Dance rehearsal studios,Raindance Rehearsal Studios,City of Westminster,51.50763226403394,-0.125372442209855
379,Westminster,Dance rehearsal studios,Sylvia Young Theatre Group,City of Westminster,51.517150996968155,-0.16261204279875724
380,Westminster,Dance rehearsal studios,Westminster St Peter's Eaton Square Primary School,City of Westminster,51.496121085567935,-0.14686158911098726
381,Westminster,Dance rehearsal studios,Pineapple Dance Studios,City of Westminster,51.51341947003839,-0.1251317234507591
382,Westminster,Dance rehearsal studios,The Welsh Chapel,City of Westminster,51.512946483932296,-0.1293018626978214
383,Westminster,Dance rehearsal studios,Frame 2 Queens Park ,City of Westminster,51.531619299922674,-0.2096662395625188
384,Westminster,Dance rehearsal studios,Frame Victoria ,City of Westminster,51.49420724449779,-0.1424156759553171
385,Westminster,Dance rehearsal studios,Frame Fitzrovia ,City of Westminster,51.51840360148285,-0.13712111197153207
386,Westminster,Dance rehearsal studios,Soho Theatre,City of Westminster,51.51450305314165,-0.13274033925666415
387,Westminster,Dance rehearsal studios,Danceworks,City of Westminster,51.51318751295664,-0.15245246485470965
388,Westminster,Dance rehearsal studios,The Saw Swee Hock Centre - Weston Studio,City of Westminster,51.51463832894062,-0.11757262192671054
389,Westminster,Dance rehearsal studios,Dance Umbrella - Somerset House,City of Westminster,51.51102034296919,-0.11795241539614257
390,Westminster,Dance rehearsal studios,Arts Theatre,City of Westminster,51.51211815935497,-0.12754873375281953
391,Westminster,Dance rehearsal studios,Cockpit Theatre,City of Westminster,51.52449747786599,-0.16948081854492578
392,Westminster,Dance rehearsal studios,Lyric Theatre,City of Westminster,51.51127346208303,-0.13379480936188426
393,Westminster,Dance rehearsal studios,Aldwych Theatre,City of Westminster,51.513076289570854,-0.11886208508960301
394,Westminster,Dance rehearsal studios,Trafalgar Studios (previously the Whitehall),City of Westminster,51.50663365322868,-0.12761518534783856
395,Westminster,Dance rehearsal studios,Vaudeville Theatre,City of Westminster,51.51034644707493,-0.12247655187447565
396,Westminster,Dance rehearsal studios,Her Majesty's Theatre,City of Westminster,51.50812452822598,-0.1320069295137484
397,Westminster,Dance rehearsal studios,Leicester Square Theatre,City of Westminster,51.51134010218441,-0.13007387269543458
398,Westminster,Fashion and design,Mackintosh,Westminster,51.51620977890472,-0.14281740260932774
399,Westminster,Fashion and design,Vintage and Floral Ltd,Westminster,51.50847561398599,-0.1331598349458654
400,Westminster,Fashion and design,Grosvenor Shirts,Westminster,51.5091324945117,-0.1349777194019192
401,Westminster,Fashion and design,Sinclair London,Westminster,51.50944797089907,-0.13097281673490774
402,Westminster,Fashion and design,Katayoon London,Westminster,51.513234695269645,-0.14120899662987654
403,Westminster,Fashion and design,Tanya Dimitrova Ltd,Westminster,51.53083070927102,-0.20749129230460986
404,Westminster,Fashion and design,Pope & Bradley Tailors,Westminster,51.51078029437952,-0.14011279732739462
405,Westminster,Jewellery design,A Leap of Leopards Limited,City of Westminster,51.51267409346558,-0.1297021519573745
406,Westminster,Jewellery design,A2Z Exclusive Limited,City of Westminster,51.5101248542591,-0.14074477687108114
407,Westminster,Jewellery design,Alan Gard Limited,City of Westminster,51.51870153365758,-0.15426158178530036
408,Westminster,Jewellery design,Alexia Gryllaki Ltd,City of Westminster,51.518181537437975,-0.13842742006160466
409,Westminster,Jewellery design,Andrew Chappell Limited,City of Westminster,51.51004188454007,-0.14231898357262726
410,Westminster,Jewellery design,Angharad Rees Limited,City of Westminster,51.520948702695605,-0.15763020011067272
411,Westminster,Jewellery design,B.E.S.T. Designs Limited,City of Westminster,51.512868793802916,-0.1425209902922006
412,Westminster,Jewellery design,Beatrice Handmade Jewelry Limited,City of Westminster,51.52247063665802,-0.14407615724378411
413,Westminster,Jewellery design,Becarat Limited,City of Westminster,51.51225649283651,-0.14133530522371984
414,Westminster,Jewellery design,Bold Partners Limited,City of Westminster,51.518511729513925,-0.15020453728862854
415,Westminster,Jewellery design,Cielle London Limited,City of Westminster,51.533103519411576,-0.17699348937914655
416,Westminster,Jewellery design,Completed Works Limited,City of Westminster,51.524004622088086,-0.15867446064109314
417,Westminster,Jewellery design,Crystallized Fine Art Ltd,City of Westminster,51.507716521253776,-0.12503451149466338
418,Westminster,Jewellery design,Davina Combe Limited,City of Westminster,51.521199081443996,-0.1963091710524648
419,Westminster,Jewellery design,Eskia Jewellery Ltd,City of Westminster,51.50595075222933,-0.13951701366757696
420,Westminster,Jewellery design,Fisk & Sons Limited,City of Westminster,51.520027065073634,-0.16251064297100695
421,Westminster,Jewellery design,Geoffrey Turk Limited,City of Westminster,51.513964574382754,-0.13224351878852833
422,Westminster,Jewellery design,Georg Jensen Limited,City of Westminster,51.4990722148707,-0.1288329413869605
423,Westminster,Jewellery design,Georgina Skan Ltd,City of Westminster,51.51084565656433,-0.12895561666063973
424,Westminster,Jewellery design,Giulliano Spitaletti Jewellery Ltd,City of Westminster,51.51552561023151,-0.18877928353410128
425,Westminster,Jewellery design,Graff Diamonds Limited,City of Westminster,51.50943328309411,-0.14250227404334076
426,Westminster,Jewellery design,Gurmit Limited,City of Westminster,51.51138745530944,-0.1432442128703871
427,Westminster,Jewellery design,Hirji Lakha & Bros. (U.K.) Limited,City of Westminster,51.51611648988172,-0.14260499983775854
428,Westminster,Jewellery design,Hooli Studios Ltd,City of Westminster,51.51401742875369,-0.13104511698054666
429,Westminster,Jewellery design,Ifos Jewellery Ltd,City of Westminster,51.51107438132451,-0.12244660817139864
430,Westminster,Jewellery design,Inesiene London Ltd,City of Westminster,51.507145682119294,-0.1468319979074886
431,Westminster,Jewellery design,Innocenti Jewelry LTD.,City of Westminster,51.51992978652174,-0.15974700719781434
432,Westminster,Jewellery design,Inspired Luxury Ltd,City of Westminster,51.493875454591816,-0.1407724603305693
433,Westminster,Jewellery design,Jayce Wong Ltd,City of Westminster,51.518469007672174,-0.14237951938354518
434,Westminster,Jewellery design,L & M Designs Limited,City of Westminster,51.493516344942925,-0.1476299440337105
435,Westminster,Jewellery design,Liz Tyler Limited,City of Westminster,51.513820581559926,-0.14584035254026445
436,Westminster,Jewellery design,Lucy Watson Jewellery Limited,City of Westminster,51.51076582162914,-0.1250821948820838
437,Westminster,Jewellery design,LUXE Spectacular Limited,City of Westminster,51.50852989364925,-0.1343104763730106
438,Westminster,Jewellery design,Maud London Limited,City of Westminster,51.50867737589486,-0.1510065950107325
439,Westminster,Jewellery design,Maydar Limited,City of Westminster,51.51609796688345,-0.14313904081828796
440,Westminster,Jewellery design,Rowan Davis Jewellery Ltd,City of Westminster,51.51638619053626,-0.15227972433558953
441,Westminster,Jewellery design,Russian Heritage Ltd,City of Westminster,51.52133236220005,-0.15686513911553626
442,Westminster,Jewellery design,Sara Peymanpour Limited,City of Westminster,51.51261528438265,-0.1498093980785137
443,Westminster,Jewellery design,Savage and Rose Limited,City of Westminster,51.507218074944355,-0.14288062035018215
444,Westminster,Jewellery design,Sho Fine Jewellery Limited,City of Westminster,51.515994848189955,-0.15255500559413648
445,Westminster,Jewellery design,Solange Azagury Limited,City of Westminster,51.51267409346558,-0.1297021519573745
446,Westminster,Jewellery design,Solange Limited,City of Westminster,51.51267409346558,-0.1297021519573745
447,Westminster,Jewellery design,Tootsievalentine Ltd,City of Westminster,51.518469007672174,-0.14237951938354518
448,Westminster,Jewellery design,Van Der Vegte Limited,City of Westminster,51.518181537437975,-0.13842742006160466
449,Westminster,Jewellery design,Vanleles Diamonds Ltd,City of Westminster,51.50975804344474,-0.14199907855537408
450,Westminster,Jewellery design,Multiple businesses ,City of Westminster,51.51429691467784,-0.1401424373659045
451,Westminster,Jewellery design,Multiple businesses ,City of Westminster,51.518469007672174,-0.14237951938354518
452,Westminster,Jewellery design,Multiple businesses ,City of Westminster,51.5191852298107,-0.16848315125056673
453,Westminster,Jewellery design,Multiple businesses ,City of Westminster,51.50704712793493,-0.12422620607436514
454,Westminster,Jewellery design,Multiple businesses ,City of Westminster,51.51146624292789,-0.11827990956378155
455,Westminster,LGBT+ night time venues,She Bar,City of Westminster,51.513715216026995,-0.13248283954869802
456,Westminster,LGBT+ night time venues,Circa,City of Westminster,51.514833946844114,-0.13384934218084066
457,Westminster,LGBT+ night time venues,Heaven,City of Westminster,51.508598721760094,-0.1257037660009371
458,Westminster,LGBT+ night time venues,Rupert Street,City of Westminster,51.51268690589977,-0.135104349001754
459,Westminster,LGBT+ night time venues,Freedom,City of Westminster,51.513329157337004,-0.13498556166988065
460,Westminster,LGBT+ night time venues,Ku Soho,City of Westminster,51.513594174994545,-0.1326148000548941
461,Westminster,LGBT+ night time venues,Halfway to Heaven,City of Westminster,51.50898596573801,-0.12799332995035484
462,Westminster,LGBT+ night time venues,Retro Bar,City of Westminster,51.509642463955835,-0.12518540607412454
463,Westminster,LGBT+ night time venues,Ku Leicester Sq/ Klub,City of Westminster,51.51228723808455,-0.13146049587608274
464,Westminster,LGBT+ night time venues,The Yard,City of Westminster,51.5125046159529,-0.13551528419921585
465,Westminster,LGBT+ night time venues,Duke of Wellington,City of Westminster,51.51281757765043,-0.13483962575170635
466,Westminster,LGBT+ night time venues,Village,City of Westminster,51.51292746571038,-0.13496482872606932
467,Westminster,LGBT+ night time venues,Comptons of Soho,City of Westminster,51.51307661563382,-0.13416616293500533
468,Westminster,LGBT+ night time venues,Admiral Duncan,City of Westminster,51.51339575096966,-0.1338793181998275
469,Westminster,LGBT+ night time venues,Muse Soho,City of Westminster,51.513881145590155,-0.1327637905243251
470,Westminster,LGBT+ night time venues,G-A-Y Bar,City of Westminster,51.51403292284729,-0.13267158999061673
471,Westminster,LGBT+ night time venues,G-A-Y Late,City of Westminster,51.51565729516139,-0.13247543549171362
472,Westminster,LGBT+ night time venues,Circa the Club,City of Westminster,51.50738977742417,-0.12203615034763016
473,Westminster,LGBT+ night time venues,The City of Quebec,City of Westminster,51.51455439768469,-0.15883479682733054
474,Westminster,LGBT+ night time venues,The King's Arms,City of Westminster,51.51572160914233,-0.13878493087408486
